S.No.,DISTRICT,Office Type,Office Name,Email Address (only NIC/ Gov email id),(CUG Number)
310,BANDA PS,,KALINJAR,so-kalinjer.bn@up.gov.in,9454403040
311,BANDA PS,,KAMASIN,so-kamasin.bn@up.gov.in,9454403041
312,BANDA PS,,KOTWALI NAGAR,so-kotwalinagar.bn@up.gov.in,9454403043
313,BANDA PS,,KOTWALI DEHAT,so-kotwalidehat.bn@up.gov.in,9454403042
314,BARABANKI PS,,ASANDRA,so-asandra.bb@up.gov.in,9454403056
315,BARABANKI PS,,BADDUPUR,so-baddupur.bb@up.gov.in,9454403057
316,BARABANKI PS,,BADOSARAI,so-badosarai.bb@up.gov.in,9454403058
317,BARABANKI PS,,DEWA,so-dewa.bb@up.gov.in,9454403060
318,BARABANKI PS,,FATEHPUR,so-fatehpur.bb@up.gov.in,9454403061
319,BARABANKI PS,,GHUNGHTER,so-ghunghter.bb@up.gov.in,9454403062
320,BARABANKI PS,,TIKAIT NAGAR,so-tikaitnagar.bb@up.gov.in,9454403077
321,BARABANKI PS,,JAIDPUR,so-jaitpur.bb@up.gov.in,9454403065
322,BARABANKI PS,,DARIYABAD,so-dariyabad.bb@up.gov.in,9454403059
323,BARABANKI PS,,SATRIKHA,so-satrikha.bb@up.gov.in,9454403075
324,BARABANKI PS,,MAHILA THANA,so-mahilathana.bb@up.gov.in,9454404877
325,BARABANKI GRP PS,,GRP BARABANKI,so-grp.bb@up.gov.in,9454404432
326,BARABANKI PS,,MASAULI,so-masauli.bb@up.gov.in,9454403070
327,BARABANKI PS,,MOHAMMADPUR KHALA,so-mpkhala.bb@up.gov.in,9454403071
328,BARABANKI PS,,RAMNAGAR,so-ramnagar.bb@up.gov.in,9454403072
329,BARABANKI PS,,RAM SANEHIGHAT,so-rsghat.bb@up.gov.in,9454403073
330,BARABANKI PS,,SAFDARGANJ,so-safdarganj.bb@up.gov.in,9454403074
331,BARABANKI PS,,SUBEHA,so-subeha.bb@up.gov.in,9454403076
332,BARABANKI PS,,HAIDER GARH,so-haidergarh.bb@up.gov.in,9454403063
333,BARABANKI PS,,JHANGIRABAD,so-jahangirabad.bb@up.gov.in,9454403064
334,BARABANKI PS,,KOTHI,so-kothi.bb@up.gov.in,9454403066
335,BARABANKI PS,,KOTWALI,so-kotwali.bb@up.gov.in,9454403067
336,BARABANKI PS,,KURSI,so-kursi.bb@up.gov.in,9454403068
337,BARABANKI PS,,LONIKATRA,so-lonikatra.bb@up.gov.in,9454403069
338,BAREILLY PS,,ALIGANJ,so-aliganj.br@up.gov.in,9454403078
339,BAREILLY PS,,AONLA,sho-aonla.br@up.gov.in,9454403079
340,BAREILLY PS,,BAHERHI,sho-baherhi.br@up.gov.in,9454403080
341,BAREILLY PS,,BARADARI,sho-baradari.br@up.gov.in,9454403081
342,BAREILLY PS,,BHAMORA,so-bhamora.br@up.gov.in,9454403082
343,BAREILLY PS,,BHOJIPURA,sho-bhojipura.br@up.gov.in,9454403083
344,BAREILLY GRP PS,,GRP BAREILLY CITY,so-grpcity.br@up.gov.in,9454404452
345,BAREILLY AHTU PS,,ANTI-HUMAN TRAFFICKING UNIT,sho-ahtu.br@up.gov.in,9454409754
346,BAREILLY PS,,SIRAULI,sho-sirauli.br@up.gov.in,9454403104
347,BAREILLY PS,,SUBHASH NAGAR,sho-subhashnagar.br@up.gov.in,9454403105
348,BAREILLY PS,,SHERGARH,so-shergarh.br@up.gov.in,9454403103
349,BAREILLY PS,,VISHARAT GANJ,sho-visharatganj.br@up.gov.in,9454403106
350,BAREILLY PS,,MAHILA THANA,sho-mahilathana.br@up.gov.in,9454403095
351,BAREILLY GRP PS,,GRP BAREILLY JUNCTION,sho-grpjunction.br@up.gov.in,9454404407
352,BAREILLY PS,,NAWABGANJ,sho-nawabganj.br@up.gov.in,9454403098
353,BAREILLY PS,,PREM NAGAR,sho-premnagar.br@up.gov.in,9454403099
354,BAREILLY PS,,KYOLADIA,so-kyoladia.br@up.gov.in,9454403094
355,BAREILLY PS,,QILLA,sho-qilla.br@up.gov.in,9454403100
356,BAREILLY PS,,SHAHI,sho-shahi.br@up.gov.in,9454403101
357,BAREILLY PS,,SHEESHGARH,sho-sheeshgarh.br@up.gov.in,9454403102
358,BAREILLY PS,,FATEHGANJ EAST,sho-fateheast.br@up.gov.in,9454403089
359,BAREILLY PS,,FATEHGANJ WEST,sho-fatehwest.br@up.gov.in,9454403090
360,BAREILLY PS,,HAFIZGANJ,sho-hafizganj.br@up.gov.in,9454403091
361,BAREILLY PS,,IZAT NAGAR,sho-izatnagar.br@up.gov.in,9454403092
362,BAREILLY PS,,KOTWALI,sho-kotwali.br@up.gov.in,9454403093
363,BAREILLY PS,,MEERGANJ,sho-meerganj.br@up.gov.in,9454403096
364,BAREILLY PS,,BHUTA,so-bhuta.br@up.gov.in,9454403084
365,BAREILLY PS,,BITHRI CHAINPUR,sho-bithri.br@up.gov.in,9454403097
366,BAREILLY PS,,CANTT,sho-cantt.br@up.gov.in,9454403085
367,BAREILLY PS,,COLLECTOR BUKGANJ,sho-cbganj.br@up.gov.in,9454403086
368,BAREILLY PS,,DEORANIAN,sho-deoranian.br@up.gov.in,9454403087
369,BAREILLY PS,,FARIDPUR,asp-faridpur.br@up.gov.in,9454403088
370,BASTI PS,,MAHILA THANA,so-mahilathana.bs@up.gov.in,9454404782
371,BASTI PS,,CHHAWANI,so-chhawni.bs@up.gov.in,9454403109
372,BASTI PS,,GAUR,so-gaur.bs@up.gov.in,9454403111
373,BASTI PS,,HARRAIYA,so-harraiya.bs@up.gov.in,9454403112
374,BASTI PS,,KALWARI,so-kalwari.bs@up.gov.in,9454403113
375,BASTI PS,,KAPTANGANJ,so-kaptanganj.bs@up.gov.in,9454403114
376,BASTI AHTU PS,,ANTI-HUMAN TRAFFICKING UNIT,so-ahtu.bs@up.gov.in,9454409763
377,BASTI PS,,PARASRAMPUR,so-parasrampur.bs@up.gov.in,9454403120
378,BASTI PS,,RUDHAULI,so-rudhauli.bs@up.gov.in,9454403122
379,BASTI PS,,SONHA,so-sonha.bs@up.gov.in,9454403123
380,BASTI PS,,DUBAULIA,so-dubauliya.bs@up.gov.in,9454403110
381,BASTI PS,,WALTER GANJ,so-waltarganj.bs@up.gov.in,9454403124
382,BASTI GRP PS,,GRP BASTI,so-grp.bs@up.gov.in,9454404436
383,BASTI PS,,KOTWALI,so-kotwali.bs@up.gov.in,9454403115
384,BASTI PS,,LAL GANJ,so-lalganj.bs@up.gov.in,9454403116
385,BASTI PS,,MUNDERWA,so-munderwa.bs@up.gov.in,9454403117
386,BASTI PS,,NAGAR,so-nagar.bs@up.gov.in,9454403118
387,BASTI PS,,PURANI BASTI,so-puranibasti.bs@up.gov.in,9454403121
388,BASTI PS,,PAIKAULIA,so-paikoliya.bs@up.gov.in,9454403119
389,BHADOHI PS,,MAHILA THANA,sho-mahila.sr@up.gov.in,9454404888
390,BHADOHI PS,,AURAI,sho-aurai.sr@up.gov.in,9454404317
391,BHADOHI PS,,BHADOHI,sho-bhadohi.sr@up.gov.in,9454404318
392,BHADOHI PS,,CHAURI,sho-chauri.sr@up.gov.in,9454404319
393,BHADOHI PS,,DURGA GANJ,sho-durgaganj.sr@up.gov.in,9454404320
394,BHADOHI PS,,GOPIGANJ,sho-gopiganj.sr@up.gov.in,9454404321
395,BHADOHI PS,,GYANPUR,sho-gyanpur.sr@up.gov.in,9454404322
396,BHADOHI PS,,KOIRAUNA,sho-koirauna.sr@up.gov.in,9454404323
397,BHADOHI PS,,SURIYAVAN,sho-suriyawa.sr@up.gov.in,9454404325
398,BHADOHI PS,,UNJ,sho-oonjh.sr@up.gov.in,9454404324
399,BIJNOR PS,,AFZALGARH,sho-afzalgarh.bi@up.gov.in,9454403125
400,BIJNOR PS,,BARHAPUR,sho-barhapur.bi@up.gov.in,9454403126
401,BIJNOR PS,,CHANDPUR,sho-chandpur.bi@up.gov.in,9454403127
402,BIJNOR PS,,DHAMPUR,sho-dhampur.bi@up.gov.in,9454403128
403,BIJNOR PS,,HALDAUR,sho-haldaur.bi@up.gov.in,9454403129
404,BIJNOR PS,,KIRATPUR,sho-kiratpur.bi@up.gov.in,9454403131
405,BIJNOR PS,,SHERKOT,sho-sherkot.bi@up.gov.in,9454403143
406,BIJNOR PS,,SHIWALA KALAN,sho-shiwala.bi@up.gov.in,9454403144
407,BIJNOR PS,,HEEMPUR DEEPA,sho-heempur.bi@up.gov.in,9454403130
408,BIJNOR PS,,MAHILA THANA,sho-mahilathana.bi@up.gov.in,9454404776
409,BIJNOR GRP PS,,GRP NAJIBABAD,sho-grpnajibabad.bi@up.gov.in,9454404446
410,BIJNOR PS,,NAJIBABAD,sho-najibabad.bi@up.gov.in,9454403139
411,BIJNOR PS,,NEHTAUR,sho-nehtaur.bi@up.gov.in,9454403138
412,BIJNOR PS,,NOORPUR,sho-noorpur.bi@up.gov.in,9454403141
413,BIJNOR PS,,NAGINA DEHAT,sho-naginadehat.bi@up.gov.in,9454403137
414,BIJNOR PS,,REHAR,sho-rehar.bi@up.gov.in,9454403142
415,BIJNOR PS,,SYOHARA,sho-syohara.bi@up.gov.in,9454403145
416,BIJNOR PS,,KOTWALI CITY,sho-kotwalicity.bi@up.gov.in,9454403132
417,BIJNOR PS,,KOTWALI DEHAT,sho-kotwalidehat.bi@up.gov.in,9454403133
418,BIJNOR PS,,MANDAWAR,sho-mandawar.bi@up.gov.in,9454403134
419,BIJNOR PS,,MANDAWALI,sho-mandawali.bi@up.gov.in,9454403140
420,BIJNOR PS,,NAGAL,sho-nagal.bi@up.gov.in,9454403135
421,BIJNOR PS,,NAGINA,sho-nagina.bi@up.gov.in,9454403136
422,BULANDSHAHAR PS,,ANOOPSHAHR,so-anoopshahr.bu@up.gov.in,9454403151
423,BULANDSHAHAR PS,,AURANGABAD,so-aurangabad.bu@up.gov.in,9454403153
424,BULANDSHAHAR PS,,AHAR,so-ahar.bu@up.gov.in,9454403148
425,BULANDSHAHAR PS,,ARNIYA,so-arniya.bu@up.gov.in,9454403152
426,BULANDSHAHAR PS,,AGOTA,so-agota.bu@up.gov.in,9454403150
427,BULANDSHAHAR PS,,CHATARI,so-chatari.bu@up.gov.in,9454403156
428,BULANDSHAHAR PS,,AHMADGARH,so-ahmadgarh.bu@up.gov.in,9454403149
429,BULANDSHAHAR PS,,JAHANGIRPUR,so-jahangirpur.bu@up.gov.in,9454403384
430,BULANDSHAHAR PS,,MAHILA THANA,so-mahilathana.bu@up.gov.in,9454404784
431,BULANDSHAHAR GRP PS,,GRP BULANDSHAHAR,Not Available,9454404448
432,BULANDSHAHAR PS,,CHOLA,so-chola.bu@up.gov.in,9454403176
433,BULANDSHAHAR PS,,NARSENA,so-narsena.bu@up.gov.in,9454403155
434,BULANDSHAHAR PS,,RAMGHAT,so-ramghat.bu@up.gov.in,9454403167
435,BULANDSHAHAR PS,,SHIKARPUR,so-shikarpur.bu@up.gov.in,9454403170
436,BULANDSHAHAR PS,,SYANA,so-syana.bu@up.gov.in,9454403169
437,BULANDSHAHAR PS,,SHIKANDRABAD,so-shikandrabad.bu@up.gov.in,9454403171
438,BULANDSHAHAR PS,,SALEMPUR,so-salempur.bu@up.gov.in,9454403168
439,BULANDSHAHAR PS,,KOTWALI CITY,so-kotwalinagar.bu@up.gov.in,9454403163
440,BULANDSHAHAR PS,,KHURJA DEHAT,so-khurjadehat.bu@up.gov.in,9454403161
441,BULANDSHAHAR PS,,KOTWALI DEHAT,so-kotwalidehat.bu@up.gov.in,9454403164
442,BULANDSHAHAR PS,,NARORA,so-narora.bu@up.gov.in,9454403165
443,BULANDSHAHAR PS,,KHANPUR,so-khanpur.bu@up.gov.in,9454403160
444,BULANDSHAHAR PS,,PAHASU,so-pahasu.bu@up.gov.in,9454403166
445,BULANDSHAHAR PS,,DIBAI,so-dibai.bu@up.gov.in,9454403157
446,BULANDSHAHAR PS,,GULAWTI,so-gulawti.bu@up.gov.in,9454403158
447,BULANDSHAHAR PS,,BHAWAN BAHADUR NAGAR,so-bbnagar.bu@up.gov.in,9454403154
448,BULANDSHAHAR PS,,JAHANGIRABAD,so-jahangirabad.bu@up.gov.in,9454403159
449,BULANDSHAHAR PS,,KAKOD,so-kakod.bu@up.gov.in,9454403387
450,BULANDSHAHAR PS,,KHURJA NAGAR,so-khurjanagar.bu@up.gov.in,9454403162
451,C.C.H.Q Cyber PS,,CYBER CRIME P.S MORADABAD,sho-cybercrime.mo@up.gov.in,7839876646
452,C.C.H.Q Cyber PS,,CYBER CRIME P.S PRAYAGRAJ,cyber-ps.pg@nic.in,7839876652
453,C.C.H.Q Cyber PS,,CYBER CRIME P.S AYODHAYA,sho-cybercrime.ay@up.gov.in,7839876653
454,C.C.H.Q Cyber PS,,CYBER CRIME P.S BAREILLY,sho-cybercrime.br@up.gov.in,
,,,,,"7839876671,"
,,,,,9454457710
455,C.C.H.Q Cyber PS,,CYBER CRIME P.S BASTI,sho-cybercrime.bs@up.gov.in,7839876672
456,C.C.H.Q Cyber PS,,CYBER CRIME P.S GORAKHPUR,so-cyberthana.gr@up.gov.in,7839876674
457,C.C.H.Q Cyber PS,,CYBER CRIME P.S BANDA,so-pscyber.bn@up.gov.in,7839876642
458,C.C.H.Q Cyber PS,,CYBER CRIME P.S SAHARANPUR,sho-cybercrime.sa@up.gov.in,7839876635
459,C.C.H.Q Cyber PS,,CYBER CRIME P.S ALIGARH,sho-cybercrime.al@up.gov.in,7839876641
460,C.C.H.Q Cyber PS,,CYBER CRIME P.S KANPUR,sho-cyberthana.kn@up.gov.in,7839876675
,,,,,"7839876645,"
461,C.C.H.Q Cyber PS,,CYBER CRIME P.S AGRA,ps-cybercrime.ag@up.gov.in,
,,,,,9454457732
462,C.C.H.Q Cyber PS,,CYBER CRIME P.S VARANASI,sho-cybercrime.va@up.gov.in,7839876647
463,C.C.H.Q Cyber PS,,CYBER CRIME P.S JHANSI,sho-cybercrime.jh@up.gov.in,7839876648
464,C.C.H.Q Cyber PS,,CYBER CRIME P.S MIRZAPUR,ps-cybercrime.mi@up.gov.in,7839876627
465,C.C.H.Q Cyber PS,,CYBER CRIME P.S AZAMGARH,so-cyberps.az@up.gov.in,7839876629
466,C.C.H.Q Cyber PS,,Cyber Crime PS Gautambudh Nagar,ccpsstf.gb-up@gov.in,7839876650
467,C.C.H.Q Cyber PS,,Cyber Crime PS Lucknow,sho-cybercrime.lu@up.gov.in,7839876640
468,C.C.H.Q Cyber PS,,CYBER CRIME P.S GONDA,sho-cybercrime.gn@up.gov.in,7839876628
469,CHANDAULI PS,,MAHILA THANA,so-mahilathana.cd@up.gov.in,9454404884
470,CHANDAULI GRP PS,,GRP MUGHALSARAI,so-grpmughalsarai.cd@up.gov.in,9454404415
471,CHANDAULI PS,,SHAHABGANJ,so-shahabganj.cd@up.gov.in,9454403191
472,CHANDAULI PS,,SAKALDEEHA,so-sakaldiha.cd@up.gov.in,9454403189
473,CHANDAULI PS,,SYED RAZA,so-syedraza.cd@up.gov.in,9454403190
474,CHANDAULI PS,,CHAKARGHATTA,so-chakarghatta.cd@up.gov.in,9454403181
475,CHANDAULI PS,,ELIYA,so-eliya.cd@up.gov.in,9454403196
476,CHANDAULI PS,,KANDAWA,so-kandwa.cd@up.gov.in,9454403192
477,CHANDAULI PS,,CHAKIYA,so-chakiya.cd@up.gov.in,9454403182
478,CHANDAULI PS,,CHANDAULI,so-chandauli.cd@up.gov.in,9454403183
479,CHANDAULI PS,,DHANAPUR,so-dhanapur.cd@up.gov.in,9454403184
480,CHANDAULI PS,,DHEENA,so-dheena.cd@up.gov.in,9454403185
481,CHANDAULI PS,,MUGHAL SARAI,so-mughalsarai.cd@up.gov.in,9454403187
482,CHANDAULI PS,,NAUGARH,so-naugarh.cd@up.gov.in,9454403188
483,CHANDAULI PS,,ALI NAGAR,so-alinagar.cd@up.gov.in,9454403178
484,CHANDAULI PS,,BABURI,so-baburi.cd@up.gov.in,9454403179
485,CHANDAULI PS,,BALUA,so-balua.cd@up.gov.in,9454403180
486,CHITRAKOOT GRP PS,,GRP MANIKPUR,so-grpmanikpur.ct@up.gov.in,9454404424
487,CHITRAKOOT PS,,KARVI KOTWALI NAGAR,so-kotwali.ct@up.gov.in,9454403205
488,CHITRAKOOT PS,,PAHARI,so-pahari.ct@up.gov.in,9454403209
489,CHITRAKOOT PS,,RAJAPUR,so-rajapur.ct@up.gov.in,9454403211
490,CHITRAKOOT PS,,BAHILPURWA,so-bahilpurwa.ct@up.gov.in,9454403203
491,CHITRAKOOT PS,,RAIPURA,so-raipura.ct@up.gov.in,9454403210
492,CHITRAKOOT PS,,BHARATKOOP,so-bharatkoop.ct@up.gov.in,9454403215
493,CHITRAKOOT PS,,MAU,so-mau.ct@up.gov.in,9454403208
494,CHITRAKOOT PS,,MANIKPUR,so-manikpur.ct@up.gov.in,9454403206
495,CHITRAKOOT PS,,MARKUNDI,so-markundi.ct@up.gov.in,9454403214
496,CHITRAKOOT PS,,BARGARH,so-bargarh.ct@up.gov.in,9454403204
497,CHITRAKOOT PS,,MAHILA THANA,so-mahilathana.ct@up.gov.in,9454404883
498,CHITRAKOOT GRP PS,,GRP KARVI,so-grpkarwi.ct@up.gov.in,9454404469
499,DEORIA GRP PS,,GRP DEORIA,Not Available,9454404440
500,DEORIA GRP PS,,GRP BHATNI,Not Available,9454404439
501,DEORIA PS,,MAHILA THANA,so-mahilathana.de@up.gov.in,9454404780
502,DEORIA PS,,BHATPARRANI,so-bhatparrani.de@up.gov.in,9454403221
503,DEORIA PS,,BAGHAUCHGHAT,so-baghauchghat.de@up.gov.in,9454403216
504,DEORIA PS,,BANKATA,so-bankata.de@up.gov.in,9454403217
505,DEORIA PS,,RUDRAPUR,so-rudrapur.de@up.gov.in,9454403231
506,DEORIA PS,,SALEMPUR,so-salempur.de@up.gov.in,9454403232
507,DEORIA PS,,TARKULWA,so-tarkulwa.de@up.gov.in,9454403233
508,DEORIA PS,,KHUKHUNDU,so-khukhundu.de@up.gov.in,9454403225
509,DEORIA PS,,KOTWALI,so-kotwali.de@up.gov.in,9454403226
510,DEORIA PS,,LAR,so-lar.de@up.gov.in,9454403227
511,DEORIA PS,,MAIL,so-mail.de@up.gov.in,9454403229
512,DEORIA PS,,MADANPUR,so-madanpur.de@up.gov.in,9454403228
513,DEORIA PS,,RAMPUR KARKHANA,so-rampur.de@up.gov.in,9454403230
514,DEORIA PS,,BARHAJ,so-barhaj.de@up.gov.in,9454403218
515,DEORIA PS,,BHATNI,so-bhatni.de@up.gov.in,9454403220
516,DEORIA PS,,BHALUANI,so-bhaluani.de@up.gov.in,9454403219
517,DEORIA PS,,EKAUNA,so-ekauna.de@up.gov.in,9454403223
518,DEORIA PS,,GAURIBAZAR,so-gauribazar.de@up.gov.in,9454403222
519,DEORIA PS,,KHAMPAR,so-khampar.de@up.gov.in,9454403224
520,ETAH PS,,MAHILA THANA,so-mahilathana.et@up.gov.in,9454404869
521,ETAH GRP PS,,GRP ETAH,so-grp.et@up.gov.in,9454404456
522,ETAH PS,,PILUA,so-pilua.et@up.gov.in,9454403254
523,ETAH PS,,RIJOR,so-rijor.et@up.gov.in,9454403256
524,ETAH PS,,SAKEET,so-sakeet.et@up.gov.in,9454403258
525,ETAH PS,,SAKRAULI,so-sakrauli.et@up.gov.in,9454403259
526,ETAH PS,,MALAWAN,so-malavan.et@up.gov.in,9454403248
527,ETAH PS,,RAJA KA RAMPUR,so-rajakarampur.et@up.gov.in,9454403255
528,ETAH PS,,KOTWALI NAGAR,so-kotwalinagar.et@up.gov.in,9454403246
529,ETAH PS,,KOTWALI DEHAT,so-kotwalidehat.et@up.gov.in,9454403247
530,ETAH PS,,MARHARA,so-marhara.et@up.gov.in,9454403249
531,ETAH PS,,MIRHACHI,so-mirechi.et@up.gov.in,9454403250
532,ETAH PS,,NIDHOLI KALAN,so-nidholikalan.et@up.gov.in,9454403252
533,ETAH PS,,NAYAGAON,so-nayagaon.et@up.gov.in,9454403251
534,ETAH PS,,ALIGANJ,so-aliganj.et@up.gov.in,9454403234
535,ETAH PS,,AWAGARH,so-awagarh.et@up.gov.in,9454403236
536,ETAH PS,,BAGWALA,so-bagwala.et@up.gov.in,9454403237
537,ETAH PS,,JAITHRA,so-jaithra.et@up.gov.in,9454403240
538,ETAH PS,,JALESAR,so-jalesar.et@up.gov.in,9454403241
539,ETAH PS,,JASRATHPUR,so-jasrathpur.et@up.gov.in,9454403242
540,ETAWAH PS,,MAHILA THANA (SAFAI),so-mahilathana.ew@up.gov.in,9454403283
541,ETAWAH GRP PS,,GRP ETAWAH,so-grp.ew@up.gov.in,9454404421
542,ETAWAH PS,,Friends Colony,so-frindscolony.ew@up.gov.in,9454403285
543,ETAWAH PS,,LAVEDI,so-lavedi.ew@up.gov.in,9454403277
544,ETAWAH PS,,PACHHON GAON,so-pachhongaon.ew@up.gov.in,9454403278
545,ETAWAH PS,,SAHSON,so-sahson.ew@up.gov.in,9454403279
546,ETAWAH PS,,SEFAI,so-saifai.ew@up.gov.in,9454403280
547,ETAWAH PS,,USHARAHAR,so-usharahar.ew@up.gov.in,9454403281
548,ETAWAH PS,,VAIDPURA,so-vaidpra.ew@up.gov.in,9454403282
549,ETAWAH PS,,CHAKAR NAGAR,so-chakarnagar.ew@up.gov.in,9454403271
550,ETAWAH PS,,CHAUBIA,so-chaubia.ew@up.gov.in,9454403272
551,ETAWAH PS,,CIVIL LINES,so-civilline.ew@up.gov.in,9454403273
552,ETAWAH PS,,IKDIL,so-ikdil.ew@up.gov.in,9454403274
553,ETAWAH PS,,JASWANT NAGAR,so-jaswantnagar.ew@up.gov.in,9454403275
554,ETAWAH PS,,KOTWALI,so-kotwali.ew@up.gov.in,9454403276
555,ETAWAH PS,,BARHPURA,so-barhpura.ew@up.gov.in,9454403266
556,ETAWAH PS,,BASREHAR,so-basrehar.ew@up.gov.in,9454403267
557,ETAWAH PS,,BHARTHANA,so-bharthana.ew@up.gov.in,9454403269
558,ETAWAH PS,,BALRAI,so-balrai.ew@up.gov.in,9454403265
559,ETAWAH PS,,BHAREH,so-bhareh.ew@up.gov.in,9454403268
560,ETAWAH PS,,BITHOLI,so-bitholi.ew@up.gov.in,9454403270
561,ETAWAH PS,,BAKEWAR,so-bakewar.ew@up.gov.in,9454403264
562,FATEHGARH PS,,AMRITPUR,so-amritpur.fr@up.gov.in,9454403320
563,FATEHGARH PS,,FARRUKHABAD KOTWALI,so-farrukhabad.fr@up.gov.in,9454403326
564,FATEHGARH PS,,FATEHGARH KOTWALI,so-fatehgarh.fr@up.gov.in,9454403321
565,FATEHGARH PS,,JAHANGANJ,so-jahanganj.fr@up.gov.in,9454403322
566,FATEHGARH PS,,KAYAMGANJ,so-kayamganj.fr@up.gov.in,9454403325
567,FATEHGARH PS,,KAMALGANJ,so-kamalganj.fr@up.gov.in,9454403324
568,FATEHGARH PS,,SAMSABAD,so-shamsabad.fr@up.gov.in,9454403332
569,FATEHGARH PS,,MAHILA THANA,so-mahilathana.fr@up.gov.in,9454404765
570,FATEHGARH GRP PS,,GRP FARRUKHABAD,so-grpfarrukhabad.fr@up.gov.in,9454404460
571,FATEHGARH PS,,KAMPIL,so-kampil.fr@up.gov.in,9454403323
572,FATEHGARH PS,,MAUDARWAZA,so-maudarwaja.fr@up.gov.in,9454403327
573,FATEHGARH PS,,MOHMADABAD,so-mohammadabad.fr@up.gov.in,9454403329
574,FATEHGARH PS,,MERAPUR,so-merapur.fr@up.gov.in,9454403328
575,FATEHGARH PS,,NAWABGANJ,so-nawabganj.fr@up.gov.in,9454403330
576,FATEHGARH PS,,RAJEPUR,so-rajepur.fr@up.gov.in,9454403331
577,FATEHPUR PS,,AUNG,so-aung.ft@up.gov.in,9454403334
578,FATEHPUR PS,,ASOTHAR,so-asothar.ft@up.gov.in,9454403333
579,FATEHPUR PS,,BAKEWAR,so-bakawar.ft@up.gov.in,9454403335
580,FATEHPUR PS,,BINDKI,so-bindki.ft@up.gov.in,9454403336
581,FATEHPUR PS,,DHATA,so-dhata.ft@up.gov.in,9454403338
582,FATEHPUR PS,,CHANDPUR,so-chandpur.ft@up.gov.in,9454403337
583,FATEHPUR PS,,THARIAON,so-thariyaon.ft@up.gov.in,9454403351
584,FATEHPUR PS,,SULTANPUR GHOSH,so-sultanpurghosh.ft@up.gov.in,9454403350
585,FATEHPUR PS,,MAHILA THANA,so-mahilathana.ft@up.gov.in,9454404879
586,FATEHPUR GRP PS,,GRP FATEHPUR,Not Available,9454404462
587,FATEHPUR PS,,KHAGA,so-khaga.ft@up.gov.in,9454403344
588,FATEHPUR PS,,KHAKHRERU,so-khakhraru.ft@up.gov.in,9454403345
589,FATEHPUR PS,,KISHANPUR,so-kishanpur.ft@up.gov.in,9454403346
590,FATEHPUR PS,,KOTWALI,so-kotwali.ft@up.gov.in,9454403347
591,FATEHPUR PS,,LALAULI,so-laluli.ft@up.gov.in,9454403348
592,FATEHPUR PS,,MALWAN,so-malwa.ft@up.gov.in,9454403349
593,FATEHPUR PS,,GAZIPUR,so-gazipur.ft@up.gov.in,9454403339
594,FATEHPUR PS,,HATHGAWAN,so-hathgaon.ft@up.gov.in,9454403340
595,FATEHPUR PS,,HUSSAINGANJ,so-hussainganj.ft@up.gov.in,9454403341
596,FATEHPUR PS,,ZAFARGANJ,so-jafarganj.ft@up.gov.in,9454403352
597,FATEHPUR PS,,JAHANABAD,so-jahanabad.ft@up.gov.in,9454403342
598,FATEHPUR PS,,KALYANPUR,so-kalyanpur.ft@up.gov.in,9454403343
599,FIROZABAD GRP PS,,GRP TUNDLA JUNCTION,so-grptundla.fi@up.gov.in,9454404422
600,FIROZABAD PS,,BASAI MOHAMMAD PUR,so-basai.fi@up.gov.in,9454403360
601,FIROZABAD PS,,EKA,so-eka.fi@up.gov.in,9454403361
602,FIROZABAD PS,,FIROZABAD SOUTH,so-south.fi@up.gov.in,9454403364
603,FIROZABAD PS,,FIROZABAD NORTH,so-north.fi@up.gov.in,9454403363
604,FIROZABAD PS,,JASRANA,so-jasrana.fi@up.gov.in,9454403365
605,FIROZABAD AHTU PS,,ANTI-HUMAN TRAFFICKING UNIT,so-ahtu.fi@up.gov.in,9454457747
606,FIROZABAD PS,,RASULPUR,so-rasoolpur.fi@up.gov.in,9454403375
607,FIROZABAD PS,,SIRSA GANJ,so-sirsaganj.fi@up.gov.in,9454403378
608,FIROZABAD PS,,SHIKOHABAD,so-shikohabad.fi@up.gov.in,9454403377
609,FIROZABAD PS,,TUNDLA,so-tundla.fi@up.gov.in,9454403379
610,FIROZABAD GRP PS,,GRP FIROZABAD,so-grpfirozabad.fi@up.gov.in,9454404457
611,FIROZABAD PS,,NAGLA KHANGAR,so-khangar.fi@up.gov.in,9454403370
612,FIROZABAD PS,,NARKHI,so-narkhi.fi@up.gov.in,9454403369
613,FIROZABAD PS,,NASEERPUR,so-naseerpur.fi@up.gov.in,9454403372
614,FIROZABAD PS,,PACHOKHARA,so-pachokhara.fi@up.gov.in,9454403373
615,FIROZABAD PS,,FARIHA,so-fariha.fi@up.gov.in,9454403362
616,FIROZABAD PS,,RAMGARH,so-ramgarh.fi@up.gov.in,9454403374
617,FIROZABAD PS,,LINEPAR,so-linepar.fi@up.gov.in,9454403367
618,FIROZABAD PS,,KHAIRGARH,so-khairgarh.fi@up.gov.in,9454403366
619,FIROZABAD PS,,MAHILA THANA,so-mahilathana.fi@up.gov.in,9454404763
620,FIROZABAD PS,,MAKKHANPUR,so-makkhanpur.fi@up.gov.in,9454403368
621,FIROZABAD PS,,MATSENA,so-matsena.fi@up.gov.in,9454403376
622,FIROZABAD PS,,NAGLA SINGHI,so-singhi.fi@up.gov.in,9454403371
